case_key,task_id,input_id,expected_variable_count,predicted_state_attempted_variable_count,control_flow_expanded_exact,oracle_cf_all_variables_exact,predicted_cf_all_variables_exact,end_to_end_case_joint_exact,problem_key,platform,cf_service_epoch,difficulty,contest_date,interface,test_source,trace_length,trace_bin,long_trace,distinct_blocks,compressed_runs,repeated_block,selected_candidate,helper_functions,failure_bucket
task_lcb_0583/input_009,task_lcb_0583,input_009,3,3,True,True,True,True,leetcode/3484,leetcode,after_service_recovery,easy,2024-07-13T00:00:00,functional,private,5,3-5,False,5,5,False,1,False,all_correct
task_lcb_0660/input_000,task_lcb_0660,input_000,6,6,True,True,True,True,atcoder/abc373_b,atcoder,after_service_recovery,easy,2024-09-28T00:00:00,stdin,public,107,>100,True,7,7,True,1,False,all_correct
task_lcb_0660/input_001,task_lcb_0660,input_001,6,6,True,False,True,True,atcoder/abc373_b,atcoder,after_service_recovery,easy,2024-09-28T00:00:00,stdin,public,107,>100,True,7,7,True,1,False,all_correct
task_lcb_0660/input_002,task_lcb_0660,input_002,6,6,True,False,True,True,atcoder/abc373_b,atcoder,after_service_recovery,easy,2024-09-28T00:00:00,stdin,private,107,>100,True,7,7,True,1,False,all_correct
task_lcb_0660/input_003,task_lcb_0660,input_003,6,6,True,False,True,True,atcoder/abc373_b,atcoder,after_service_recovery,easy,2024-09-28T00:00:00,stdin,private,107,>100,True,7,7,True,1,False,all_correct
task_lcb_0660/input_004,task_lcb_0660,input_004,6,6,True,False,True,True,atcoder/abc373_b,atcoder,after_service_recovery,easy,2024-09-28T00:00:00,stdin,private,107,>100,True,7,7,True,1,False,all_correct
task_lcb_0660/input_005,task_lcb_0660,input_005,6,6,True,True,True,True,atcoder/abc373_b,atcoder,after_service_recovery,easy,2024-09-28T00:00:00,stdin,private,107,>100,True,7,7,True,1,False,all_correct
task_lcb_0660/input_006,task_lcb_0660,input_006,6,0,False,True,False,False,atcoder/abc373_b,atcoder,before_service_recovery,easy,2024-09-28T00:00:00,stdin,private,107,>100,True,7,7,True,1,False,control_flow_failed
task_lcb_0660/input_007,task_lcb_0660,input_007,6,6,True,True,True,True,atcoder/abc373_b,atcoder,after_service_recovery,easy,2024-09-28T00:00:00,stdin,private,107,>100,True,7,7,True,1,False,all_correct
task_lcb_0660/input_008,task_lcb_0660,input_008,6,0,False,True,False,False,atcoder/abc373_b,atcoder,before_service_recovery,easy,2024-09-28T00:00:00,stdin,private,107,>100,True,7,7,True,1,False,control_flow_failed
task_lcb_0660/input_009,task_lcb_0660,input_009,6,6,True,False,True,True,atcoder/abc373_b,atcoder,after_service_recovery,easy,2024-09-28T00:00:00,stdin,private,107,>100,True,7,7,True,1,False,all_correct
task_lcb_0678/input_000,task_lcb_0678,input_000,6,0,False,True,False,False,leetcode/3543,leetcode,before_service_recovery,easy,2024-08-17T19:30:00,functional,public,36,26-100,True,12,8,True,1,False,control_flow_failed
task_lcb_0678/input_001,task_lcb_0678,input_001,6,6,True,True,True,True,leetcode/3543,leetcode,after_service_recovery,easy,2024-08-17T19:30:00,functional,public,46,26-100,True,12,10,True,1,False,all_correct
task_lcb_0678/input_002,task_lcb_0678,input_002,6,6,True,True,True,True,leetcode/3543,leetcode,after_service_recovery,easy,2024-08-17T19:30:00,functional,public,28,26-100,True,7,4,True,1,False,all_correct
task_lcb_0678/input_003,task_lcb_0678,input_003,6,6,True,True,True,True,leetcode/3543,leetcode,after_service_recovery,easy,2024-08-17T19:30:00,functional,private,13,11-25,True,8,5,True,1,False,all_correct
task_lcb_0678/input_004,task_lcb_0678,input_004,6,0,False,True,False,False,leetcode/3543,leetcode,before_service_recovery,easy,2024-08-17T19:30:00,functional,private,23,11-25,True,8,5,True,1,False,control_flow_failed
task_lcb_0678/input_005,task_lcb_0678,input_005,6,6,True,True,True,True,leetcode/3543,leetcode,after_service_recovery,easy,2024-08-17T19:30:00,functional,private,33,26-100,True,8,6,True,1,False,all_correct
task_lcb_0678/input_006,task_lcb_0678,input_006,6,6,False,False,False,False,leetcode/3543,leetcode,after_service_recovery,easy,2024-08-17T19:30:00,functional,private,405,>100,True,12,43,True,1,False,control_flow_failed
task_lcb_0678/input_007,task_lcb_0678,input_007,6,6,True,True,True,True,leetcode/3543,leetcode,after_service_recovery,easy,2024-08-17T19:30:00,functional,private,176,>100,True,12,9,True,1,False,all_correct
task_lcb_0678/input_008,task_lcb_0678,input_008,6,6,True,True,True,True,leetcode/3543,leetcode,after_service_recovery,easy,2024-08-17T19:30:00,functional,private,13,11-25,True,8,5,True,1,False,all_correct
task_lcb_0678/input_009,task_lcb_0678,input_009,6,6,True,True,True,True,leetcode/3543,leetcode,after_service_recovery,easy,2024-08-17T19:30:00,functional,private,8,6-10,False,7,4,True,1,False,all_correct
task_lcb_0779/input_000,task_lcb_0779,input_000,11,11,True,True,True,True,atcoder/abc384_d,atcoder,after_service_recovery,medium,2024-12-14T00:00:00,stdin,public,21,11-25,True,12,11,True,1,False,all_correct
task_lcb_0779/input_001,task_lcb_0779,input_001,11,11,True,True,True,True,atcoder/abc384_d,atcoder,after_service_recovery,medium,2024-12-14T00:00:00,stdin,public,28,26-100,True,12,8,True,1,False,all_correct
task_lcb_0779/input_002,task_lcb_0779,input_002,11,11,True,True,True,True,atcoder/abc384_d,atcoder,after_service_recovery,medium,2024-12-14T00:00:00,stdin,public,33,26-100,True,12,12,True,1,False,all_correct
task_lcb_0779/input_003,task_lcb_0779,input_003,11,11,True,True,True,True,atcoder/abc384_d,atcoder,after_service_recovery,medium,2024-12-14T00:00:00,stdin,private,35,26-100,True,12,11,True,1,False,all_correct
task_lcb_0779/input_008,task_lcb_0779,input_008,11,0,False,True,False,False,atcoder/abc384_d,atcoder,before_service_recovery,medium,2024-12-14T00:00:00,stdin,private,63,26-100,True,12,14,True,1,False,control_flow_failed
task_lcb_0779/input_009,task_lcb_0779,input_009,11,0,False,True,False,False,atcoder/abc384_d,atcoder,before_service_recovery,medium,2024-12-14T00:00:00,stdin,private,69,26-100,True,12,13,True,1,False,control_flow_failed
task_lcb_0781/input_000,task_lcb_0781,input_000,5,5,True,True,True,True,atcoder/abc384_a,atcoder,after_service_recovery,easy,2024-12-14T00:00:00,stdin,public,4,3-5,False,4,4,False,1,False,all_correct
task_lcb_0781/input_001,task_lcb_0781,input_001,5,5,True,True,True,True,atcoder/abc384_a,atcoder,after_service_recovery,easy,2024-12-14T00:00:00,stdin,public,4,3-5,False,4,4,False,1,False,all_correct
task_lcb_0781/input_002,task_lcb_0781,input_002,5,5,True,True,True,True,atcoder/abc384_a,atcoder,after_service_recovery,easy,2024-12-14T00:00:00,stdin,public,4,3-5,False,4,4,False,1,False,all_correct
task_lcb_0781/input_003,task_lcb_0781,input_003,5,0,False,True,False,False,atcoder/abc384_a,atcoder,before_service_recovery,easy,2024-12-14T00:00:00,stdin,private,4,3-5,False,4,4,False,1,False,control_flow_failed
task_lcb_0781/input_004,task_lcb_0781,input_004,5,0,False,True,False,False,atcoder/abc384_a,atcoder,before_service_recovery,easy,2024-12-14T00:00:00,stdin,private,4,3-5,False,4,4,False,1,False,control_flow_failed
task_lcb_0781/input_005,task_lcb_0781,input_005,5,5,True,True,True,True,atcoder/abc384_a,atcoder,after_service_recovery,easy,2024-12-14T00:00:00,stdin,private,4,3-5,False,4,4,False,1,False,all_correct
task_lcb_0781/input_006,task_lcb_0781,input_006,5,5,True,True,True,True,atcoder/abc384_a,atcoder,after_service_recovery,easy,2024-12-14T00:00:00,stdin,private,4,3-5,False,4,4,False,1,False,all_correct
task_lcb_0781/input_007,task_lcb_0781,input_007,5,5,True,True,True,True,atcoder/abc384_a,atcoder,after_service_recovery,easy,2024-12-14T00:00:00,stdin,private,4,3-5,False,4,4,False,1,False,all_correct
task_lcb_0781/input_008,task_lcb_0781,input_008,5,0,False,True,False,False,atcoder/abc384_a,atcoder,before_service_recovery,easy,2024-12-14T00:00:00,stdin,private,4,3-5,False,4,4,False,1,False,control_flow_failed
task_lcb_0781/input_009,task_lcb_0781,input_009,5,5,True,True,True,True,atcoder/abc384_a,atcoder,after_service_recovery,easy,2024-12-14T00:00:00,stdin,private,4,3-5,False,4,4,False,1,False,all_correct
task_lcb_0786/input_000,task_lcb_0786,input_000,3,3,True,True,True,True,atcoder/abc385_a,atcoder,after_service_recovery,easy,2024-12-21T00:00:00,stdin,public,3,3-5,False,3,3,False,1,False,all_correct
task_lcb_0786/input_001,task_lcb_0786,input_001,3,3,True,True,True,True,atcoder/abc385_a,atcoder,after_service_recovery,easy,2024-12-21T00:00:00,stdin,public,3,3-5,False,3,3,False,1,False,all_correct
task_lcb_0786/input_002,task_lcb_0786,input_002,3,0,False,True,False,False,atcoder/abc385_a,atcoder,before_service_recovery,easy,2024-12-21T00:00:00,stdin,public,3,3-5,False,3,3,False,1,False,control_flow_failed
task_lcb_0786/input_003,task_lcb_0786,input_003,3,3,True,True,True,True,atcoder/abc385_a,atcoder,after_service_recovery,easy,2024-12-21T00:00:00,stdin,private,3,3-5,False,3,3,False,1,False,all_correct
task_lcb_0786/input_004,task_lcb_0786,input_004,3,3,True,True,True,True,atcoder/abc385_a,atcoder,after_service_recovery,easy,2024-12-21T00:00:00,stdin,private,3,3-5,False,3,3,False,1,False,all_correct
task_lcb_0786/input_005,task_lcb_0786,input_005,3,3,True,True,True,True,atcoder/abc385_a,atcoder,after_service_recovery,easy,2024-12-21T00:00:00,stdin,private,3,3-5,False,3,3,False,1,False,all_correct
task_lcb_0786/input_006,task_lcb_0786,input_006,3,3,True,True,True,True,atcoder/abc385_a,atcoder,after_service_recovery,easy,2024-12-21T00:00:00,stdin,private,3,3-5,False,3,3,False,1,False,all_correct
task_lcb_0786/input_007,task_lcb_0786,input_007,3,3,True,True,True,True,atcoder/abc385_a,atcoder,after_service_recovery,easy,2024-12-21T00:00:00,stdin,private,3,3-5,False,3,3,False,1,False,all_correct
task_lcb_0786/input_008,task_lcb_0786,input_008,3,3,True,True,True,True,atcoder/abc385_a,atcoder,after_service_recovery,easy,2024-12-21T00:00:00,stdin,private,3,3-5,False,3,3,False,1,False,all_correct
task_lcb_0786/input_009,task_lcb_0786,input_009,3,3,True,True,True,True,atcoder/abc385_a,atcoder,after_service_recovery,easy,2024-12-21T00:00:00,stdin,private,3,3-5,False,3,3,False,1,False,all_correct
task_lcb_0831/input_000,task_lcb_0831,input_000,10,10,True,True,True,True,leetcode/3646,leetcode,after_service_recovery,hard,2024-11-09T18:30:00,functional,public,14,11-25,True,7,6,True,3,False,all_correct
task_lcb_0831/input_001,task_lcb_0831,input_001,10,10,True,True,True,True,leetcode/3646,leetcode,after_service_recovery,hard,2024-11-09T18:30:00,functional,public,14,11-25,True,7,6,True,3,False,all_correct
task_lcb_0831/input_002,task_lcb_0831,input_002,10,10,True,True,True,True,leetcode/3646,leetcode,after_service_recovery,hard,2024-11-09T18:30:00,functional,private,11,11-25,True,7,6,True,3,False,all_correct
task_lcb_0831/input_007,task_lcb_0831,input_007,10,10,True,True,True,True,leetcode/3646,leetcode,after_service_recovery,hard,2024-11-09T18:30:00,functional,private,11,11-25,True,7,6,True,3,False,all_correct
task_lcb_0831/input_008,task_lcb_0831,input_008,10,10,True,True,True,True,leetcode/3646,leetcode,after_service_recovery,hard,2024-11-09T18:30:00,functional,private,8,6-10,False,7,6,True,3,False,all_correct
task_lcb_0831/input_009,task_lcb_0831,input_009,10,10,True,True,True,True,leetcode/3646,leetcode,after_service_recovery,hard,2024-11-09T18:30:00,functional,private,11,11-25,True,7,6,True,3,False,all_correct
task_lcb_0998/input_000,task_lcb_0998,input_000,18,18,True,True,False,False,leetcode/3737,leetcode,after_service_recovery,medium,2025-01-18T18:30:00,functional,public,205,>100,True,21,15,True,1,False,state_failed_given_correct_cf
task_lcb_0998/input_001,task_lcb_0998,input_001,18,18,True,True,False,False,leetcode/3737,leetcode,after_service_recovery,medium,2025-01-18T18:30:00,functional,public,278,>100,True,21,16,True,1,False,state_failed_given_correct_cf
task_lcb_0998/input_003,task_lcb_0998,input_003,12,12,True,True,False,False,leetcode/3737,leetcode,after_service_recovery,medium,2025-01-18T18:30:00,functional,private,133,>100,True,13,14,True,1,False,state_failed_given_correct_cf
task_lcb_0998/input_004,task_lcb_0998,input_004,12,12,True,True,True,True,leetcode/3737,leetcode,after_service_recovery,medium,2025-01-18T18:30:00,functional,private,133,>100,True,13,14,True,1,False,all_correct
task_lcb_0998/input_005,task_lcb_0998,input_005,12,12,True,True,True,True,leetcode/3737,leetcode,after_service_recovery,medium,2025-01-18T18:30:00,functional,private,133,>100,True,13,14,True,1,False,all_correct
task_lcb_0998/input_006,task_lcb_0998,input_006,12,12,False,False,False,False,leetcode/3737,leetcode,after_service_recovery,medium,2025-01-18T18:30:00,functional,private,133,>100,True,13,14,True,1,False,control_flow_failed
task_lcb_0998/input_008,task_lcb_0998,input_008,12,12,False,False,False,False,leetcode/3737,leetcode,after_service_recovery,medium,2025-01-18T18:30:00,functional,private,133,>100,True,13,14,True,1,False,control_flow_failed
